group,ticker,omega,alpha,beta,persistence,half_life_days,log_likelihood,aic,lb_pvalue_resid,lb_pvalue_resid_sq
software,ORCL,0.4621321618361718,0.16350786876745385,0.7829281579474036,0.9464360267148574,12.59079489419775,-3043.8366642961,6097.6733285922,0.9982676094635065,0.9981296742799203
software,PANW,1.2523064133127417,0.11666175776218846,0.6939388728471853,0.8106006306093737,3.301018593311486,-3332.521188864378,6675.042377728756,0.658714568957883,0.9865224299867789
software,PATH,0.262010066815267,0.034436106892379234,0.9480252682556543,0.9824613751480334,39.17358611316198,-3188.7099320237485,6387.419864047497,0.6502853011724147,0.9999501741738464
software,PAY,5.06375360142873,0.11454627690354478,0.5699844030868093,0.6845306799903541,1.8287791217482745,-3035.6419455615596,6081.283891123119,0.37268069395280284,0.9921049321987604
software,PAYC,0.9764899756040617,0.17702822350315223,0.7251825068237281,0.9022107303268803,6.7356554854528605,-3517.3933796734746,7044.786759346949,0.5231108771432321,0.9999905371232649
software,PAYX,0.13594744917032134,0.09821682138143736,0.8541831372967922,0.9523999586782296,14.212512360451855,-2678.9902942979697,5367.9805885959395,0.08945981106205943,0.9970094143693013
software,PCOR,0.152860166646432,0.06135356616284407,0.9240553346399708,0.9854089008028148,47.15737268826902,-2841.5325597938954,5693.065119587791,0.026305709654651684,0.9761699591249773
software,PCTY,0.30751117002041045,0.12029255513466126,0.8434561219072008,0.9637486770418621,18.771897320993986,-3493.4934663024515,6996.986932604903,0.699026637692235,0.3290323588021835
software,PEGA,0.5392842948588583,0.06527402930282854,0.8727698839028076,0.9380439132056362,10.837449516212676,-3551.3830105725897,7112.766021145179,0.026510078986851593,0.9980752720333332
software,PLTR,0.5889470139743995,0.059515676153774476,0.9142183135014373,0.9737339896552119,26.041400405669638,-3665.3170403772083,7340.634080754417,0.019543844887507864,0.9983561750155713
software,PTC,0.12349603351791436,0.06755292956067448,0.9091867704599502,0.9767397000206247,29.45164743358516,-3036.9171256526697,6083.834251305339,0.895085983775321,0.9861123954766886
software,QLYS,0.6309172767488695,0.1045874536379083,0.796197329276068,0.9007847829139763,6.633691078466043,-3318.9376606967903,6647.875321393581,0.9566933738646795,0.9903235021681508
software,RBRK,2.2081379201606555,0.03904852396841111,0.8135398077394056,0.8525883317078167,4.346337300464771,-1132.3976433635953,2274.7952867271906,0.6322696951521121,0.99765199160881
software,RELY,0.0188440967479268,7.816161780568961e-20,0.9962277787305366,0.9962277787305366,183.40361166000338,-2703.176514413469,5416.353028826938,0.5891990359586984,0.9999959252366589
software,ROP,0.08013571157389292,0.08393337681551569,0.8790525124024033,0.962985889217919,18.377813655435272,-2514.208759423799,5038.417518847598,0.1928175872986771,0.9412490557097014
software,S,2.298024171243985e-07,6.567584289075962e-07,0.9986765578594797,0.9986772146179086,523.6591259034388,-3070.0147452721794,6150.029490544359,0.41507538728204374,0.9968704509140792
software,SHOP,0.5252489448347444,0.08943042895970196,0.8871381362949803,0.9765685652546823,29.23399190228419,-4050.314864340187,8110.629728680374,0.569834020632905,0.9672955360218912
software,SNOW,0.0250445035993219,0.021807862704601527,0.9768617270333869,0.9986695897379885,520.6559307087707,-3479.8173999020073,6969.634799804015,0.3290489781852422,0.9999716072169997
software,SNPS,0.3125231258238626,0.08955879950707363,0.8634587933020016,0.9530175928090752,14.403981634297969,-3297.1063471825964,6604.212694365193,0.9305487175966365,0.9999999918494634
software,SSNC,0.13152798101731997,0.11582126271993508,0.8412889279170221,0.9571101906369572,15.812010292706836,-2699.4583199480608,5408.9166398961215,0.33834638561360786,0.9462633336032751
software,TEAM,0.03351842401064477,0.024659369657307216,0.97376627794013,0.9984256475974372,439.9278123414234,-3820.1453259826067,7650.290651965213,0.6880386190112386,0.9959565740676097
software,TENB,0.10364678141899236,0.03125736309158097,0.9560726626586826,0.9873300257502636,54.360550134342965,-3542.972308501206,7095.944617002412,0.040437045819429945,0.9871478718909286
software,TOST,0.008003216295674877,0.00905033534610274,0.9889438882685923,0.997994223614695,345.22881209040554,-2873.9339056831805,5757.867811366361,0.43170536844314333,0.9750504267936122
software,TTAN,1.1069858580958472,0.05486901535081172,0.8071289428824251,0.8619979582332368,4.667583070039223,-620.5658120981514,1251.1316241963027,0.5581676862844465,0.9665908390219368
software,TWLO,0.27804751516127535,0.06934409383497185,0.9162252496696778,0.9855693435046496,47.68554917246486,-3925.462906121491,7860.925812242982,0.6745688483368385,0.9526722145258492
software,TYL,0.1616908134842765,0.11199697722162548,0.8548554046109369,0.9668523818325624,20.562398976585275,-2958.709038236999,5927.418076473998,0.1733639533206513,0.9045117280108794
software,U,0.24313690504177873,0.03093052421557296,0.956429539493879,0.987360063709452,54.49056144512082,-3822.264301429178,7654.528602858356,0.3221377024176402,0.9287220151878863
software,UBER,0.48004997090209606,0.09413643815782813,0.8593657529338997,0.9535021910917278,14.557769652574411,-3700.9444004857974,7411.888800971595,0.8990115980200986,0.9042969291195896
software,VRNS,0.9361598408999257,0.16455704607673763,0.7450356070951789,0.9095926531719165,7.3148879816950245,-3602.5564059319017,7215.1128118638035,0.888404023563572,0.9999999943270663
software,VRSN,0.23450468785859174,0.12667958266983895,0.7859783713025367,0.9126579539723756,7.584156065876601,-2669.6997689250625,5349.399537850125,0.008060582576121316,0.9307196553496311
software,WDAY,0.07495104617771318,0.0416496836854686,0.948966934728209,0.9906166184136777,73.5225389824299,-3327.001878229619,6664.003756459238,0.573882713298508,0.9981760116553685
software,WEX,0.30376749984530277,0.11915537502580077,0.8382310983533632,0.9573864733791639,15.916806777223801,-3326.5858899060568,6663.1717798121135,0.772420155272499,0.9998147961184252
